,model,feats,body_part,interp,emotion,fold,epoch,p,p_std,r,r_std,f,f_std,acc,acc_std
28,SVM,stats,,True,surprise,1,0,0.3333333333333333,,0.06070287539936102,,0.1027027027027027,,[0.7245956],
29,SVM,stats,,True,surprise,2,0,0.07592592592592592,,0.15298507462686567,,0.10148514851485148,,[0.71925754],
30,SVM,stats,,True,surprise,3,0,0.4650145772594752,,0.1775180856983862,,0.25694724124043494,,[0.50852424],
31,SVM,stats,,True,surprise,4,0,0.0,,0.0,,0.0,,[0.8547114],
32,SVM,stats,,True,surprise,5,0,0.07607497243660419,,0.15198237885462554,,0.10139603232916973,,[0.79079713],
33,SVM,stats,,True,surprise,6,0,0.024844720496894408,,0.012048192771084338,,0.016227180527383367,,[0.6525788],
34,SVM,stats,,True,surprise,7,0,0.043041606886657105,,0.23076923076923078,,0.07255139056831923,,[0.80872818],
35,SVM,stats,,True,surprise,average,0,0.14840793455248275,0.15562089968063006,0.13241603254726825,0.09322907559901238,0.10752378077835331,0.08201929892941451,0.7081389858146483,0.10736059215861823
36,BiLSTM,brute,hands,True,anger,0,44,0.31713147410358566,,0.42795698924731185,,0.3643020594965675,,[0.56728972],
37,BiLSTM,brute,hands,True,anger,1,44,0.2648171500630517,,0.14189189189189189,,0.18477782666080067,,[0.61571962],
38,BiLSTM,brute,hands,True,anger,2,44,0.6349206349206349,,0.032467532467532464,,0.06177606177606178,,[0.53016241],
39,BiLSTM,brute,hands,True,anger,3,44,0.07906295754026355,,0.08667736757624397,,0.08269525267993874,,[0.68087373],
40,BiLSTM,brute,hands,True,anger,4,44,0.17702845100105374,,0.1310452418096724,,0.15060510981622588,,[0.53256043],
41,BiLSTM,brute,hands,True,anger,5,44,0.07647058823529412,,0.11318407960199005,,0.09127382146439317,,[0.69004447],
42,BiLSTM,brute,hands,True,anger,6,44,0.09433962264150944,,0.12396694214876033,,0.10714285714285715,,[0.64183381],
43,BiLSTM,brute,hands,True,anger,7,44,0.16,,0.0014184397163120568,,0.00281195079086116,,[0.29287139],
44,BiLSTM,brute,hands,True,anger,average,44,0.22547135981317412,0.17502277483897552,0.13232606055746438,0.12099556599145893,0.13067311747846327,0.1021091461638124,0.568919448930282,0.11923771896432443
45,BiLSTM,brute,head,True,anger,0,44,0.17269076305220885,,0.046236559139784944,,0.0729431721798134,,[0.65950156],
46,BiLSTM,brute,head,True,anger,1,44,0.3040078201368524,,0.21013513513513513,,0.24850179784258894,,[0.6099129],
47,BiLSTM,brute,head,True,anger,2,44,0.4012605042016807,,0.15503246753246752,,0.2236533957845433,,[0.48723898],
48,BiLSTM,brute,head,True,anger,3,44,0.10618436406067679,,0.14606741573033707,,0.12297297297297298,,[0.65423548],
49,BiLSTM,brute,head,True,anger,4,44,0.23578751164958062,,0.19734789391575663,,0.2148619957537155,,[0.54390725],
50,BiLSTM,brute,head,True,anger,5,44,0.2526851328434144,,0.5559701492537313,,0.34745433346288374,,[0.71279507],
51,BiLSTM,brute,head,True,anger,6,44,0.3504531722054381,,0.9586776859504132,,0.5132743362831859,,[0.68481375],
52,BiLSTM,brute,head,True,anger,7,44,0.666030534351145,,0.12375886524822695,,0.2087320574162679,,[0.34047856],
53,BiLSTM,brute,head,True,anger,average,44,0.3111374753126246,0.16044288820585073,0.29915327148823156,0.2868257467459052,0.24404925771199645,0.1273020664844987,0.5866104452068808,0.11633726199708698
54,BiLSTM,brute,full-hh,True,anger,0,44,0.314499659632403,,0.4967741935483871,,0.38516048353480614,,[0.54049844],
55,BiLSTM,brute,full-hh,True,anger,1,44,0.48405797101449277,,0.22567567567567567,,0.30783410138248846,,[0.68851099],
56,BiLSTM,brute,full-hh,True,anger,2,44,0.7426556991774383,,0.512987012987013,,0.6068170907345175,,[0.68329466],
57,BiLSTM,brute,full-hh,True,anger,3,44,0.1720747295968535,,0.2808988764044944,,0.21341463414634146,,[0.65636654],
58,BiLSTM,brute,full-hh,True,anger,4,44,0.3788217747949292,,0.3962558502340094,,0.3873427373236752,,[0.60360138],
59,BiLSTM,brute,full-hh,True,anger,5,44,0.17814726840855108,,0.2798507462686567,,0.21770682148040638,,[0.72340062],
60,BiLSTM,brute,full-hh,True,anger,6,44,0.2560706401766004,,0.4793388429752066,,0.3338129496402878,,[0.66833811],
61,BiLSTM,brute,full-hh,True,anger,7,44,0.6860215053763441,,0.22624113475177304,,0.3402666666666667,,[0.38334995],
62,BiLSTM,brute,full-hh,True,anger,average,44,0.40154365602220154,0.20491185869301332,0.362252791605652,0.11524061810384306,0.34904443561364873,0.11558017862707838,0.6184200869718667,0.1034549692734062
63,BiLSTM,brute,full-head,True,anger,0,44,0.2850467289719626,,0.4591397849462366,,0.3517298187808896,,[0.50965732],
64,BiLSTM,brute,full-head,True,anger,1,44,0.5813492063492064,,0.19797297297297298,,0.29536290322580644,,[0.71007881],
65,BiLSTM,brute,full-head,True,anger,2,44,0.7606019151846786,,0.4512987012987013,,0.5664798777381559,,[0.67092034],
66,BiLSTM,brute,full-head,True,anger,3,44,0.1358921161825726,,0.2102728731942215,,0.16509136735979837,,[0.64704315],
67,BiLSTM,brute,full-head,True,anger,4,44,0.3327654741624077,,0.45709828393135726,,0.38514623726585606,,[0.53848051],
68,BiLSTM,brute,full-head,True,anger,5,44,0.19973368841544606,,0.373134328358209,,0.26019080659150046,,[0.70817653],
69,BiLSTM,brute,full-head,True,anger,6,44,0.2702205882352941,,0.6074380165289256,,0.37404580152671757,,[0.64756447],
70,BiLSTM,brute,full-head,True,anger,7,44,0.6219135802469136,,0.14290780141843973,,0.2324106113033449,,[0.33649053],
71,BiLSTM,brute,full-head,True,anger,average,44,0.3984404122185602,0.21112332178634663,0.36240784533113296,0.15196377861443539,0.3288071779740086,0.1141031731502618,0.5960514578717269,0.11967852655440966
72,BiLSTM,brute,full,True,anger,0,44,0.26877470355731226,,0.2924731182795699,,0.2801235839340886,,[0.56448598],
73,BiLSTM,brute,full,True,anger,1,44,0.436,,0.1472972972972973,,0.2202020202020202,,[0.67980091],
74,BiLSTM,brute,full,True,anger,2,44,0.6183932346723044,,0.47483766233766234,,0.537190082644628,,[0.61020882],
75,BiLSTM,brute,full,True,anger,3,44,0.10477787091366303,,0.20064205457463885,,0.13766519823788545,,[0.58284497],
76,BiLSTM,brute,full,True,anger,4,44,0.34782608695652173,,0.3619344773790952,,0.3547400611620795,,[0.58362111],
77,BiLSTM,brute,full,True,anger,5,44,0.12233375156838143,,0.24253731343283583,,0.16263552960800667,,[0.65651728],
78,BiLSTM,brute,full,True,anger,6,44,0.2345679012345679,,0.5495867768595041,,0.32880098887515447,,[0.61103152],
79,BiLSTM,brute,full,True,anger,7,44,0.6565934065934066,,0.08475177304964539,,0.15012562814070352,,[0.32552343],
80,BiLSTM,brute,full,True,anger,average,44,0.34865836943701967,0.195355030322344,0.29425755915128116,0.14971404913238254,0.2714353866005708,0.1264932369124977,0.5767542519903269,0.10162835504569523
81,BiLSTM,brute,head,True,happiness,0,67,0.5524079320113314,,0.35135135135135137,,0.4295154185022026,,[0.67725857],
82,BiLSTM,brute,head,True,happiness,1,67,0.015899581589958158,,0.2714285714285714,,0.030039525691699608,,[0.49108254],
83,BiLSTM,brute,head,True,happiness,2,67,0.2575976845151954,,0.1621129326047359,,0.198993851313583,,[0.44586234],
84,BiLSTM,brute,head,True,happiness,3,67,0.706989247311828,,0.17440318302387267,,0.2797872340425532,,[0.63931806],
85,BiLSTM,brute,head,True,happiness,4,67,0.0455607476635514,,0.049367088607594936,,0.04738760631834751,,[0.61322151],
86,BiLSTM,brute,head,True,happiness,5,67,0.5370121130551817,,0.18618758749416706,,0.2765072765072765,,[0.64283271],
87,BiLSTM,brute,head,True,happiness,6,67,1.0,,0.05202312138728324,,0.0989010989010989,,[0.53008596],
88,BiLSTM,brute,head,True,happiness,7,67,0.06575342465753424,,0.26229508196721313,,0.10514786418400875,,[0.59272183],
89,BiLSTM,brute,head,True,happiness,average,67,0.39765259135057257,0.33566320914965314,0.18864611473309872,0.09856945785659578,0.18328498443259625,0.1294496006084032,0.5790479389823278,0.07630097634711791
90,BiLSTM,brute,full-head,True,happiness,0,67,0.5351014040561622,,0.309009009009009,,0.39177612792689887,,[0.6682243],
91,BiLSTM,brute,full-head,True,happiness,1,67,0.011146496815286623,,0.2,,0.021116138763197585,,[0.46163418],
92,BiLSTM,brute,full-head,True,happiness,2,67,0.3835800807537012,,0.25956284153005466,,0.309614340032591,,[0.50850735],
93,BiLSTM,brute,full-head,True,happiness,3,67,0.40973871733966744,,0.45755968169761274,,0.4323308270676691,,[0.51731486],
94,BiLSTM,brute,full-head,True,happiness,4,67,0.10124610591900311,,0.08227848101265822,,0.09078212290502792,,[0.67883572],
95,BiLSTM,brute,full-head,True,happiness,5,67,0.5743734842360549,,0.6630891273915073,,0.6155512237383582,,[0.69637359],
96,BiLSTM,brute,full-head,True,happiness,6,67,0.5828571428571429,,0.14739884393063585,,0.23529411764705885,,[0.52507163],
97,BiLSTM,brute,full-head,True,happiness,7,67,0.08802308802308802,,0.3333333333333333,,0.13926940639269406,,[0.62412762],
98,BiLSTM,brute,full-head,True,happiness,average,67,0.3357583150000133,0.22000973543262117,0.3065289147381014,0.17314551817356583,0.27946678805918695,0.1849986204451128,0.5850111555161936,0.08581186590503632
99,BiLSTM,brute,full-hh,True,happiness,0,67,0.7046109510086456,,0.44054054054054054,,0.542128603104213,,[0.74267913],
100,BiLSTM,brute,full-hh,True,happiness,1,67,0.009846827133479213,,0.19285714285714287,,0.01873698820263706,,[0.41352136],
101,BiLSTM,brute,full-hh,True,happiness,2,67,0.21523579201934703,,0.1621129326047359,,0.18493506493506495,,[0.39327146],
102,BiLSTM,brute,full-hh,True,happiness,3,67,0.31634182908545727,,0.27984084880636606,,0.29697396199859255,,[0.46776771],
103,BiLSTM,brute,full-hh,True,happiness,4,67,0.0826271186440678,,0.09873417721518987,,0.08996539792387544,,[0.61075481],
104,BiLSTM,brute,full-hh,True,happiness,5,67,0.5457936179030253,,0.6145590293980401,,0.5781387181738368,,[0.67122819],
105,BiLSTM,brute,full-hh,True,happiness,6,67,0.6408839779005525,,0.1676300578034682,,0.26575028636884307,,[0.54083095],
106,BiLSTM,brute,full-hh,True,happiness,7,67,0.17155266015200868,,0.43169398907103823,,0.2455322455322455,,[0.75797607],
107,BiLSTM,brute,full-hh,True,happiness,average,67,0.33586159673082294,0.24633020430576777,0.2984960897870652,0.1676875065740166,0.2777701582799136,0.18460984917794904,0.5747537102418918,0.13411805364028948
108,BiLSTM,brute,hands,True,happiness,0,67,0.6415094339622641,,0.0918918918918919,,0.16075650118203308,,[0.6682243],
109,BiLSTM,brute,hands,True,happiness,1,67,0.022321428571428572,,0.17857142857142858,,0.03968253968253968,,[0.74906678],
110,BiLSTM,brute,hands,True,happiness,2,67,0.29621621621621624,,0.2495446265938069,,0.2708848245180425,,[0.42962104],
111,BiLSTM,brute,hands,True,happiness,3,67,0.4731610337972167,,0.15782493368700265,,0.2366981601193436,,[0.59110282],
112,BiLSTM,brute,hands,True,happiness,4,67,0.18609406952965235,,0.11518987341772152,,0.1422986708365911,,[0.72940306],
113,BiLSTM,brute,hands,True,happiness,5,67,0.525,,0.1077928138124125,,0.17886178861788618,,[0.63718782],
114,BiLSTM,brute,hands,True,happiness,6,67,0.5072463768115942,,0.15173410404624277,,0.23359288097886538,,[0.50644699],
115,BiLSTM,brute,hands,True,happiness,7,67,0.15316455696202533,,0.33060109289617484,,0.20934256055363323,,[0.77218345],
116,BiLSTM,brute,hands,True,happiness,average,67,0.35058913948129966,0.20352221129511322,0.1728938456145852,0.07548440985056987,0.18401474081111685,0.0676026607763576,0.6354045321044047,0.1131830123554785
117,BiLSTM,brute,full,True,happiness,0,67,0.8067061143984221,,0.3684684684684685,,0.5058750773036488,,[0.75109034],
118,BiLSTM,brute,full,True,happiness,1,67,0.009478672985781991,,0.18571428571428572,,0.018036767256330216,,[0.41289921],
119,BiLSTM,brute,full,True,happiness,2,67,0.3658810325476992,,0.29690346083788705,,0.32780291603821016,,[0.48298531],
120,BiLSTM,brute,full,True,happiness,3,67,0.5266742338251986,,0.6153846153846154,,0.5675840978593272,,[0.62333511],
121,BiLSTM,brute,full,True,happiness,4,67,0.0864,,0.13670886075949368,,0.10588235294117648,,[0.550074],
122,BiLSTM,brute,full,True,happiness,5,67,0.5672913117546848,,0.4661689220718619,,0.5117827868852459,,[0.6739651],
123,BiLSTM,brute,full,True,happiness,6,67,0.6428571428571429,,0.37716763005780346,,0.4754098360655738,,[0.58739255],
124,BiLSTM,brute,full,True,happiness,7,67,0.14453961456102785,,0.36885245901639346,,0.2076923076923077,,[0.74327019],
125,BiLSTM,brute,full,True,happiness,average,67,0.3937285153662447,0.2705049738440809,0.3519210877888512,0.14170013057563066,0.3400082677552275,0.19470480929458597,0.6031264767798528,0.11216199264247535
126,BiLSTM,brute,full-hh,True,sadness,0,66,0.0,,0.0,,0.0,,[0.62866044],
127,BiLSTM,brute,full-hh,True,sadness,1,66,0.3520140105078809,,0.09867452135493372,,0.15414110429447853,,[0.54251348],
128,BiLSTM,brute,full-hh,True,sadness,2,66,0.0,,0.0,,0.0,,[0.88399072],
129,BiLSTM,brute,full-hh,True,sadness,3,66,0.36472346786248133,,0.3116219667943806,,0.33608815426997246,,[0.74320725],
130,BiLSTM,brute,full-hh,True,sadness,4,66,0.7694581280788177,,0.34618794326241137,,0.47752980739834916,,[0.57844105],
131,BiLSTM,brute,full-hh,True,sadness,5,66,0.16963528413910092,,0.08576329331046312,,0.11392765593847905,,[0.46784126],
132,BiLSTM,brute,full-hh,True,sadness,6,66,0.0,,0.0,,0.0,,[0.81446991],
133,BiLSTM,brute,full-hh,True,sadness,7,66,0.0,,0.0,,0.0,,[0.49401795],
134,BiLSTM,brute,full-hh,True,sadness,average,66,0.2069788613235351,0.25861579123689726,0.1052809655902736,0.1348024907819656,0.1352108402376599,0.17010040589056036,0.6441427557432384,0.14355171647817724
135,BiLSTM,brute,full-head,True,sadness,0,66,0.0,,0.0,,0.0,,[0.6635514],
136,BiLSTM,brute,full-head,True,sadness,1,66,0.25039619651347067,,0.07756504663721159,,0.1184407796101949,,[0.51223559],
137,BiLSTM,brute,full-head,True,sadness,2,66,0.0,,0.0,,0.0,,[0.73395205],
138,BiLSTM,brute,full-head,True,sadness,3,66,0.42678571428571427,,0.3052362707535121,,0.3559195830230826,,[0.76957912],
139,BiLSTM,brute,full-head,True,sadness,4,66,0.8113391984359726,,0.3679078014184397,,0.5062519060689236,,[0.60064134],
140,BiLSTM,brute,full-head,True,sadness,5,66,0.2714285714285714,,0.1873927958833619,,0.22171486555048195,,[0.47519672],
141,BiLSTM,brute,full-head,True,sadness,6,66,0.0,,0.0,,0.0,,[0.82234957],
142,BiLSTM,brute,full-head,True,sadness,7,66,0.0033311125916055963,,0.010917030567685589,,0.005104645227156712,,[0.51420738],
143,BiLSTM,brute,full-head,True,sadness,average,66,0.2204100991569168,0.27114462637157877,0.11862736815752636,0.1401772491728967,0.15092897243497996,0.1816401186065271,0.6364641449405564,0.12256656683450183
144,BiLSTM,brute,hands,True,sadness,0,66,0.25,,0.05857142857142857,,0.09490740740740741,,[0.75638629],
145,BiLSTM,brute,hands,True,sadness,1,66,0.41048593350383633,,0.15758468335787923,,0.22774033345157857,,[0.54852758],
146,BiLSTM,brute,hands,True,sadness,2,66,0.0,,0.0,,0.0,,[0.91453983],
147,BiLSTM,brute,hands,True,sadness,3,66,0.5948275862068966,,0.17624521072796934,,0.27192118226600986,,[0.80314331],
148,BiLSTM,brute,hands,True,sadness,4,66,0.6771653543307087,,0.07624113475177305,,0.13705179282868526,,[0.46571288],
149,BiLSTM,brute,hands,True,sadness,5,66,0.5029325513196481,,0.14708404802744426,,0.22760451227604517,,[0.60177899],
150,BiLSTM,brute,hands,True,sadness,6,66,0.0,,0.0,,0.0,,[0.79512894],
151,BiLSTM,brute,hands,True,sadness,7,66,0.12462372065021071,,0.4519650655021834,,0.19537517697026896,,[0.57502493],
152,BiLSTM,brute,hands,True,sadness,average,66,0.32000439325141256,0.24814844482361456,0.13346144636733473,0.1362667906596881,0.1443250506499994,0.09806560977702275,0.6825303442263656,0.14558235862175828
153,BiLSTM,brute,head,True,sadness,0,66,0.14656771799628943,,0.11285714285714285,,0.12752219531880546,,[0.66323988],
154,BiLSTM,brute,head,True,sadness,1,66,0.2746987951807229,,0.11192930780559647,,0.15905127310777817,,[0.5],
155,BiLSTM,brute,head,True,sadness,2,66,0.0,,0.0,,0.0,,[0.887471],
156,BiLSTM,brute,head,True,sadness,3,66,0.44666666666666666,,0.34227330779054915,,0.3875632682574114,,[0.774374],
157,BiLSTM,brute,head,True,sadness,4,66,0.8640226628895185,,0.1351950354609929,,0.23380605596013798,,[0.50690676],
158,BiLSTM,brute,head,True,sadness,5,66,0.698382492863939,,0.31475128644939965,,0.433934377771209,,[0.67242559],
159,BiLSTM,brute,head,True,sadness,6,66,0.0,,0.0,,0.0,,[0.79441261],
160,BiLSTM,brute,head,True,sadness,7,66,0.0515,,0.22489082969432314,,0.08380797396257118,,[0.43868395],
161,BiLSTM,brute,head,True,sadness,average,66,0.31022979194964206,0.3089170525731969,0.15523711375725052,0.12121746222162126,0.17821064304723916,0.15316671098473367,0.6546892223305044,0.15035325423500068
162,BiLSTM,brute,full,True,sadness,0,66,0.0,,0.0,,0.0,,[0.71464174],
163,BiLSTM,brute,full,True,sadness,1,66,0.44096133751306166,,0.20716740304369172,,0.2818971275885104,,[0.55412692],
164,BiLSTM,brute,full,True,sadness,2,66,0.0,,0.0,,0.0,,[0.95823666],
165,BiLSTM,brute,full,True,sadness,3,66,0.4559386973180077,,0.4559386973180077,,0.4559386973180077,,[0.77304209],
166,BiLSTM,brute,full,True,sadness,4,66,0.8882488479262672,,0.34175531914893614,,0.4935979513444302,,[0.60976813],
167,BiLSTM,brute,full,True,sadness,5,66,0.5384615384615384,,0.24914236706689538,,0.34066256229844616,,[0.61529251],
168,BiLSTM,brute,full,True,sadness,6,66,0.0,,0.0,,0.0,,[0.82951289],
169,BiLSTM,brute,full,True,sadness,7,66,0.046153846153846156,,0.21615720524017468,,0.07606607760276604,,[0.40054835],
170,BiLSTM,brute,full,True,sadness,average,66,0.29622053342159016,0.3125322349951041,0.1837701239772132,0.16055346285374716,0.20602030201902005,0.19788479432098238,0.6818961621335594,0.16303937055164577
171,BiLSTM,brute,full-head,True,surprise,0,67,0.09510086455331412,,0.054009819967266774,,0.06889352818371607,,[0.72211838],
172,BiLSTM,brute,full-head,True,surprise,1,67,0.658102766798419,,0.2659744408945687,,0.378839590443686,,[0.77353795],
173,BiLSTM,brute,full-head,True,surprise,2,67,0.25392670157068065,,0.3619402985074627,,0.29846153846153844,,[0.82366589],
174,BiLSTM,brute,full-head,True,surprise,3,67,0.6267190569744597,,0.1775180856983862,,0.2766695576756288,,[0.55567395],
175,BiLSTM,brute,full-head,True,surprise,4,67,0.0,,0.0,,0.0,,[0.87814504],
176,BiLSTM,brute,full-head,True,surprise,5,67,0.2683673469387755,,0.579295154185022,,0.3668061366806136,,[0.84468012],
177,BiLSTM,brute,full-head,True,surprise,6,67,0.35,,0.12650602409638553,,0.18584070796460175,,[0.73638968],
178,BiLSTM,brute,full-head,True,surprise,7,67,0.029717682020802376,,0.15384615384615385,,0.049813200498132,,[0.80982054],
179,BiLSTM,brute,full-head,True,surprise,average,67,0.28524180235705643,0.23555786425114159,0.21488624714940574,0.17393224594375106,0.20316553248848956,0.13930456043098205,0.768003945059259,0.0942581408648091
180,BiLSTM,brute,full,True,surprise,0,67,0.33170731707317075,,0.11129296235679215,,0.16666666666666669,,[0.78816199],
181,BiLSTM,brute,full,True,surprise,1,67,0.39823874755381605,,0.3250798722044728,,0.3579595426561126,,[0.69722107],
182,BiLSTM,brute,full,True,surprise,2,67,0.2782608695652174,,0.47761194029850745,,0.3516483516483516,,[0.81747873],
183,BiLSTM,brute,full,True,surprise,3,67,0.5677083333333334,,0.1213132999443517,,0.19990829894543788,,[0.53516249],
184,BiLSTM,brute,full,True,surprise,4,67,0.0,,0.0,,0.0,,[0.88406512],
185,BiLSTM,brute,full,True,surprise,5,67,0.11431143114311432,,0.27973568281938327,,0.1623003194888179,,[0.7757441],
186,BiLSTM,brute,full,True,surprise,6,67,0.5617977528089888,,0.15060240963855423,,0.23752969121140144,,[0.77005731],
187,BiLSTM,brute,full,True,surprise,7,67,0.06748466257668712,,0.16923076923076924,,0.09649122807017545,,[0.89730808],
188,BiLSTM,brute,full,True,surprise,average,67,0.289938639256791,0.20281407411780025,0.20435836706160385,0.13980637629541512,0.19656301233587045,0.113197209340517,0.7706498613246617,0.10739956499961666
189,BiLSTM,brute,head,True,surprise,0,67,0.8029556650246306,,0.26677577741407527,,0.4004914004914004,,[0.84797508],
190,BiLSTM,brute,head,True,surprise,1,67,0.4748663101604278,,0.3546325878594249,,0.4060356652949245,,[0.73060971],
191,BiLSTM,brute,head,True,surprise,2,67,0.2680722891566265,,0.332089552238806,,0.2966666666666667,,[0.83681361],
192,BiLSTM,brute,head,True,surprise,3,67,0.30303030303030304,,0.027824151363383415,,0.05096839959225281,,[0.50399574],
193,BiLSTM,brute,head,True,surprise,4,67,0.0,,0.0,,0.0,,[0.90823878],
194,BiLSTM,brute,head,True,surprise,5,67,0.23893805309734514,,0.47577092511013214,,0.3181148748159058,,[0.84160109],
195,BiLSTM,brute,head,True,surprise,6,67,0.391304347826087,,0.16265060240963855,,0.2297872340425532,,[0.74068768],
196,BiLSTM,brute,head,True,surprise,7,67,0.01925925925925926,,0.1,,0.03229813664596274,,[0.8058325],
197,BiLSTM,brute,head,True,surprise,average,67,0.3123032784443349,0.24089433170608324,0.21496794954943255,0.15855388629283515,0.21679529719370827,0.156088124661825,0.7769692732364368,0.1166433263166086
198,BiLSTM,brute,full-hh,True,surprise,0,67,0.17415730337078653,,0.05073649754500818,,0.07858048162230673,,[0.77352025],
199,BiLSTM,brute,full-hh,True,surprise,1,67,0.6637744034707158,,0.24440894568690097,,0.35726795096322245,,[0.77167151],
200,BiLSTM,brute,full-hh,True,surprise,2,67,0.34759358288770054,,0.48507462686567165,,0.40498442367601245,,[0.85228152],
201,BiLSTM,brute,full-hh,True,surprise,3,67,0.4244791666666667,,0.09070673344462994,,0.1494727189362678,,[0.50586042],
202,BiLSTM,brute,full-hh,True,surprise,4,67,0.0,,0.0,,0.0,,[0.8973853],
203,BiLSTM,brute,full-hh,True,surprise,5,67,0.1891891891891892,,0.4933920704845815,,0.27350427350427353,,[0.79644201],
204,BiLSTM,brute,full-hh,True,surprise,6,67,0.27058823529411763,,0.06927710843373494,,0.11031175059952038,,[0.73424069],
205,BiLSTM,brute,full-hh,True,surprise,7,67,0.046357615894039736,,0.3230769230769231,,0.08108108108108107,,[0.76271186],
206,BiLSTM,brute,full-hh,True,surprise,average,67,0.264517437096652,0.20103944312329677,0.2195841131921813,0.18463183606154682,0.18190033504783554,0.13648045397346972,0.7617641935525319,0.10855330806089149
207,BiLSTM,brute,hands,True,surprise,0,67,0.8308823529411765,,0.18494271685761046,,0.30254350736278446,,[0.8376947],
208,BiLSTM,brute,hands,True,surprise,1,67,0.2085889570552147,,0.027156549520766772,,0.0480565371024735,,[0.72065533],
209,BiLSTM,brute,hands,True,surprise,2,67,0.2,,0.11194029850746269,,0.14354066985645933,,[0.86156226],
210,BiLSTM,brute,hands,True,surprise,3,67,0.44534412955465585,,0.06121313299944352,,0.10763209393346379,,[0.51411827],
211,BiLSTM,brute,hands,True,surprise,4,67,0.0,,0.0,,0.0,,[0.94079921],
212,BiLSTM,brute,hands,True,surprise,5,67,0.10975609756097561,,0.05947136563876652,,0.07714285714285714,,[0.88949709],
213,BiLSTM,brute,hands,True,surprise,6,67,0.35766423357664234,,0.14759036144578314,,0.20895522388059704,,[0.73424069],
214,BiLSTM,brute,hands,True,surprise,7,67,0.0,,0.0,,0.0,,[0.85942173],
215,BiLSTM,brute,hands,True,surprise,average,67,0.2690294713360831,0.2581572884202682,0.07403930312122914,0.06391808786575431,0.11098386115982942,0.09817367432552822,0.794748661387919,0.1268382359941184
216,BiLSTM,deltas-noatt,hands,True,anger,0,55,0.06013745704467354,,0.03763440860215054,,0.0462962962962963,,[0.55077882],
217,BiLSTM,deltas-noatt,hands,True,anger,1,55,0.38565022421524664,,0.17432432432432432,,0.24011167985109355,,[0.66134384],
218,BiLSTM,deltas-noatt,hands,True,anger,2,55,0.44285714285714284,,0.07548701298701299,,0.1289875173370319,,[0.51430781],
219,BiLSTM,deltas-noatt,hands,True,anger,3,55,0.19640287769784173,,0.43820224719101125,,0.27123695976154993,,[0.60921684],
220,BiLSTM,deltas-noatt,hands,True,anger,4,55,0.2993920972644377,,0.15366614664586584,,0.20309278350515464,,[0.61864825],
221,BiLSTM,deltas-noatt,hands,True,anger,5,55,0.10804020100502512,,0.053482587064676616,,0.07154742096505823,,[0.80910024],
222,BiLSTM,deltas-noatt,hands,True,anger,6,55,0.13385826771653545,,0.14049586776859505,,0.1370967741935484,,[0.69340974],
223,BiLSTM,deltas-noatt,hands,True,anger,7,55,0.16346153846153846,,0.006028368794326241,,0.011627906976744186,,[0.27966102],
224,BiLSTM,deltas-noatt,hands,True,anger,average,55,0.22372497578280517,0.1287256062048313,0.13491512042224535,0.1275525388913418,0.13874966736080963,0.08752779426616807,0.5920583188486666,0.14513891703607534
225,BiLSTM,deltas-noatt,head,True,anger,0,55,0.3888888888888889,,0.07526881720430108,,0.12612612612612611,,[0.69781931],
226,BiLSTM,deltas-noatt,head,True,anger,1,55,0.28202368137782563,,0.17702702702702702,,0.21751764217517644,,[0.60908337],
227,BiLSTM,deltas-noatt,head,True,anger,2,55,0.5483028720626631,,0.3409090909090909,,0.4204204204204204,,[0.55220418],
228,BiLSTM,deltas-noatt,head,True,anger,3,55,0.26359143327841844,,0.7704654895666132,,0.39279869067103107,,[0.60468833],
229,BiLSTM,deltas-noatt,head,True,anger,4,55,0.3132400430570506,,0.22698907956318254,,0.26322930800542743,,[0.59817464],
230,BiLSTM,deltas-noatt,head,True,anger,5,55,0.24132043255549232,,0.527363184079602,,0.33112065599375246,,[0.70697913],
231,BiLSTM,deltas-noatt,head,True,anger,6,55,0.3184257602862254,,0.7355371900826446,,0.44444444444444436,,[0.68123209],
232,BiLSTM,deltas-noatt,head,True,anger,7,55,0.3565217391304348,,0.043617021276595745,,0.07772511848341232,,[0.2724327],
233,BiLSTM,deltas-noatt,head,True,anger,average,55,0.3390393563296249,0.09094264530146483,0.3621471124636321,0.2669712452203902,0.2841728007899738,0.12783536073666502,0.5903267197826964,0.13065021154988884
234,BiLSTM,deltas-noatt,full-head,True,anger,0,55,0.25234996384671005,,0.37526881720430105,,0.3017725897103329,,[0.49688474],
235,BiLSTM,deltas-noatt,full-head,True,anger,1,55,0.37065052950075644,,0.3310810810810811,,0.3497501784439686,,[0.62214849],
236,BiLSTM,deltas-noatt,full-head,True,anger,2,55,0.6641025641025641,,0.42045454545454547,,0.5149105367793241,,[0.62258314],
237,BiLSTM,deltas-noatt,full-head,True,anger,3,55,0.20979591836734693,,0.41252006420545745,,0.27813852813852813,,[0.64464571],
238,BiLSTM,deltas-noatt,full-head,True,anger,4,55,0.2698412698412698,,0.437597503900156,,0.33382921749479316,,[0.44770597],
239,BiLSTM,deltas-noatt,full-head,True,anger,5,55,0.14717403469501958,,0.3271144278606965,,0.20301042068699343,,[0.64676702],
240,BiLSTM,deltas-noatt,full-head,True,anger,6,55,0.2237093690248566,,0.4834710743801653,,0.30588235294117644,,[0.61962751],
241,BiLSTM,deltas-noatt,full-head,True,anger,7,55,0.5251322751322751,,0.14078014184397164,,0.22203579418344524,,[0.30658026],
